Sat Apr 12 15:55:56 2025    profiling-http.prof

         814366 function calls (782130 primitive calls) in 1.393 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       24    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
       24    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       24    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       24    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1790(isEnabledFor)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:175(get_annotations)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.12/queue.py:248(_qsize)
       24    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/connection.py:357(<genexpr>)
       24    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/util/timeout.py:130(_validate_timeout)
       24    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/util/url.py:330(_idna_encode)
       24    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/compat/numpy/function.py:52(__init__)
       24    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/numerictypes.py:590(_scalar_type_key)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.12/threading.py:394(notify)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.12/threading.py:299(__enter__)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.12/threading.py:302(__exit__)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.12/threading.py:314(_is_owned)
       23    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
    23/21    0.000    0.000    0.001    0.000 /usr/lib/python3.12/inspect.py:2470(_signature_from_callable)
       23    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/computation/expr.py:293(_op_maker)
       23    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/nanops.py:70(<genexpr>)
       23    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/_config/config.py:882(is_one_of_factory)
       23    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/_config/config.py:849(inner)
       23    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/_config/config.py:886(inner)
       23    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/overrides.py:177(decorator)
       23    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/overrides.py:173(array_function_from_dispatcher)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.12/warnings.py:166(simplefilter)
       22    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       22    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/warnings.py:482(__enter__)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:747(unwrap)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/queue.py:122(put)
       22    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/soupsieve/util.py:16(lower)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/queue.py:251(_put)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1187(_ip_int_from_string)
       22    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/_type_aliases.py:118(<lambda>)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:3058(parameters)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:697(_is_kw_only)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:683(_is_classvar)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:691(_is_initvar)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/warnings.py:503(__exit__)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/warnings.py:456(__init__)
       21    0.000    0.000    0.001    0.000 /usr/lib/python3.12/inspect.py:2366(_signature_from_function)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1502(__init__)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1161(_make_netmask)
       21    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/indexes/accessors.py:176(<lambda>)
       21    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/util/version/__init__.py:470(_parse_letter_version)
       21    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/overrides.py:22(get_array_function_like_doc)
       21    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/utils.py:97(log_indent_decorator)
       21    0.000    0.000    0.001    0.000 /usr/lib/python3.12/inspect.py:3050(from_callable)
       21    0.000    0.000    0.001    0.000 /usr/lib/python3.12/inspect.py:3308(signature)
       20    0.000    0.000    0.000    0.000 {method 'isdecimal' of 'str' objects}
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
       20    0.002    0.000    0.003    0.000 /usr/lib/python3.12/enum.py:1708(convert_class)
       20    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/screener/query.py:168(valid_values)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:100(_intenum_converter)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:205(_hostinfo)
       20    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/lib/mixins.py:18(_binary_method)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:3066(replace)
       20    0.000    0.000    0.003    0.000 /usr/lib/python3.12/typing.py:2761(_make_nmtuple)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1692(_simple_enum)
       19    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       19    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
       19    0.001    0.000    0.004    0.000 /usr/lib/python3.12/typing.py:2780(__new__)
       19    0.000    0.000    0.002    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/util/_decorators.py:294(decorate)
       19    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/arrays/datetimes.py:124(_field_accessor)
       19    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/util/_decorators.py:258(future_version_msg)
       19    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/util/_decorators.py:266(deprecate_nonkeyword_arguments)
       19    0.001    0.000    0.001    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/arrayprint.py:1678(_guarded_repr_or_str)
       19    0.000    0.000    0.001    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/arrayprint.py:550(wrapper)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1557(<genexpr>)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1519(__getitem__)
       19    0.000    0.000    0.001    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/arrayprint.py:1685(_array_str_implementation)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:2846(_namedtuple_mro_entries)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:857(_set_qualname)
       18    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       18    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/bs4/_deprecation.py:51(_deprecated_function_alias)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:1083(_checkClosed)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:164(hostname)
       18    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/dtypes/base.py:520(register)
       18    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/ma/core.py:1042(__init__)
       18    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/dtypes/base.py:478(register_extension_dtype)
       18    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/dtypes/base.py:549(find)
       18    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/_add_newdocs_scalars.py:19(type_aliases_gen)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:208(_checkLevel)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:864(_set_new_attribute)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1841(__init__)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:828(__members__)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1411(<lambda>)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:1004(addliteral)
       18    0.000    0.000    0.001    0.000 /usr/lib/python3.12/typing.py:1822(__new__)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1966(__init_subclass__)
       17    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
       17    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       17    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1035(_find_new_)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:986(_find_data_repr_)
       17    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:575(__new__)
       17    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/dtypes/generic.py:36(create_pandas_abc_type)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:811(__init__)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:383(__init__)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:957(_check_for_existing_members_)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:513(__prepare__)
       16    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       16    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
       16    0.000    0.000    0.000    0.000 {built-in method time.strftime}
       16    0.000    0.000    0.000    0.000 <frozen posixpath>:408(normpath)
       16    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1377(getLogger)
       16    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/utils.py:1045(_validate_header_part)
       16    0.000    0.000    0.021    0.001 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/soupsieve/css_parser.py:296(__init__)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:494(get)
       16    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/window/doc.py:93(window_agg_numba_parameters)
       16    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/array_algos/take.py:352(_view_wrapper)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:2867(<genexpr>)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:2149(getLogger)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:166(__delitem__)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:391(_bytes_to_codes)
       16    0.000    0.000    0.001    0.000 /usr/lib/python3.12/dataclasses.py:449(_create_fn)
       15    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       15    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       15    0.000    0.000    0.000    0.000 <frozen _collections_abc>:974(update)
       15    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:1835(construct_from_string)
       15    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:2228(construct_from_string)
       15    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/screener/query.py:53(_validate_eq_operand)
       15    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/screener/query.py:47(_validate_or_and_operand)
       15    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/screener/query.py:57(<genexpr>)
       15    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/screener/query.py:134(__str__)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:938(_sslcopydoc)
       15    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:342(construct_from_string)
       15    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:831(construct_from_string)
       15    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:1305(construct_from_string)
       15    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:1054(construct_from_string)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1515(copy_with)
       15    0.000    0.000    0.001    0.000 /usr/lib/python3.12/typing.py:1562(copy_with)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1533(__getitem_inner__)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:295(isclass)
       15    0.000    0.000    0.001    0.000 /usr/lib/python3.12/re/__init__.py:199(split)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/threading.py:124(RLock)
       14    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
       14    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/screener/query.py:86(_validate_isin_operand)
       14    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/screener/query.py:90(<genexpr>)
       14    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/bs4/_deprecation.py:66(_deprecated)
       14    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:421(quote)
       14    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:632(__call__)
       14    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:578(__call__)
       14    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:646(__enter__)
       14    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:651(__exit__)
       14    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:1611(__sql__)
       14    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:597(inner)
       14    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:1599(__init__)
       14    0.000    0.000    0.008    0.001 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/soupsieve/css_parser.py:1135(process_selectors)
       14    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/bs4/_deprecation.py:67(deprecate)
       14    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/soupsieve/css_parser.py:449(__init__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:44(_debug)
       14    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/utils.py:345(to_key_val_list)
       14    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/sessions.py:61(merge_setting)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1064(_output)
       14    0.000    0.000    0.002    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/ma/core.py:113(doc_note)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/lib/mixins.py:28(_reflected_binary_method)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ctypes/__init__.py:145(_check_size)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:966(_is_typevar_like)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1517(debug)
       14    0.000    0.000    0.001    0.000 /usr/lib/python3.12/typing.py:1264(__ror__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1721(_get_protocol_attrs)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:432(<genexpr>)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:1142(<genexpr>)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:651(cache)
       13    0.000    0.000    0.000    0.000 {built-in method time.time}
       13    0.000    0.000    0.003    0.000 /usr/lib/python3.12/enum.py:919(_convert_)
       13    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:915(__bind_database__)
       13    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/computation/expr.py:187(_filter_nodes)
       13    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/accessor.py:176(add_delegate_accessors)
       13    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/accessor.py:136(delegate_names)
       13    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/accessor.py:63(_add_delegate_accessors)
       13    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/ma/core.py:8801(_replace_return_type)
       13    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/ma/core.py:8784(__init__)
       13    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/ma/core.py:8789(getdoc)
       13    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/lib/mixins.py:38(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/lib/mixins.py:46(_numeric_methods)
       12    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       12    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       12    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:893(_parse_flags)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1414(_missing_)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1292(putheader)
       12    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/screener/query.py:71(<genexpr>)
       12    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:3547(__pragma__)
       12    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:5280(_date_part)
